"","X1","sex","age","income1","same_city","same_count","seller_sco","dispersao","type","V11","V12","V12.1","income","actual"
"8721",8868,"M",65,0.2,"0","1",0.424242424242424,0.0416514810671185,"1",0.949377732929701,7,6,"0.2","0"
"8722",8869,"F",39,0.2,"1","1",0.434343434343434,0.00514326290010573,"0.25",0.986548737792519,71,3,"0.2","0"
"8723",8870,"F",80,0.2,"1","1",0.0606060606060606,0.00400929789690744,"0.5",0.925706010137581,40,3,"0.2","0"
"8724",8871,"F",53,0.2,"1","1",0.717171717171717,0.0798409609804178,"0.25",1,65,3,"0.2","0"
"8725",8872,"F",36,0.2,"0","0",0.929292929292929,0.085793146869045,"1",1,50,6,"0.2","0"
"8726",8873,"M",36,0.2,"1","1",0.292929292929293,0.00245735210492849,"0.25",0.969899062725306,23,3,"0.2","0"
"8727",8874,"F",52,0.2,"1","1",0.373737373737374,0.0104794125211125,"0",0.993975903614458,55,3,"0.2","0"
"8728",8875,"M",66,0.2,"1","1",0.95959595959596,0.00296094038885291,"0.5",1,67,2,"0.2","0"
"8729",8876,"M",38,0.2,"0","0",0.292929292929293,0.00192695163958424,"1",0.0154559505409583,20,5,"0.2","0"
"8730",8877,"M",73,0.2,"1","1",0.353535353535354,0.00521132968292126,"0.5",0.97212138812255,9,3,"0.2","0"
"8731",8878,"F",41,0.2,"1","1",0.313131313131313,0.00667953711969033,"0",0.969899062725306,23,3,"0.2","0"
"8732",8879,"F",42,0.2,"1","1",0.96969696969697,0.0080328683753249,"0.5",1,67,2,"0.2","0"
"8733",8880,"M",52,0.2,"1","1",0.494949494949495,0.01230569552443,"0.75",0.989976869699306,5,3,"0.2","0"
"8734",8881,"F",35,0.2,"0","0",0.909090909090909,0.119627506678498,"1",1,50,6,"0.2","0"
"8735",8882,"F",29,0.2,"1","1",0.868686868686869,0.0122115966282373,"0.25",1,48,2,"0.2","0"
"8736",8883,"M",69,0.2,"1","1",0.434343434343434,0.00832408928475323,"0",0.986548737792519,71,3,"0.2","0"
"8737",8884,"F",37,0.2,"1","1",0.626262626262626,0.00745672627235081,"0.75",0.995850622406639,61,3,"0.2","0"
"8738",8885,"F",47,0.2,"1","1",0.848484848484849,0.00300721629267675,"0.5",1,54,2,"0.2","0"
"8739",8886,"F",33,0.2,"1","1",0.888888888888889,0.0126820717737238,"0.25",1,38,2,"0.2","0"
"8740",8887,"F",54,0.2,"1","1",0.454545454545455,0.00305172281280324,"0",0.986548737792519,71,3,"0.2","0"
"8741",8888,"M",31,0.2,"1","1",0.0303030303030303,0.00298988215977839,"0",0.985052562417871,26,3,"0.2","0"
"8742",8889,"F",26,0.2,"1","1",0.97979797979798,0.00910149170174726,"0.25",1,18,2,"0.2","0"
"8743",8890,"F",61,0.2,"1","1",0.383838383838384,0.0102441449771993,"0.5",0.993975903614458,55,3,"0.2","0"
"8744",8891,"F",37,0.2,"1","1",0.626262626262626,0.0101356674950002,"0",0.995850622406639,61,2,"0.2","0"
"8745",8892,"F",59,0.2,"0","1",0.515151515151515,0.0115933207368148,"1",0.949232406140751,31,4,"0.2","0"
"8746",8893,"F",64,0.2,"1","1",0.707070707070707,0.00873160204916193,"0",1,22,2,"0.2","0"
"8747",8894,"M",31,0.2,"1","1",0.535353535353535,0.00269959829509399,"0",0.979356270810211,2,2,"0.2","0"
"8748",8895,"F",62,0.2,"0","0",0.141414141414141,0.152814185523118,"1",0.885634588563459,51,7,"0.2","0"
"8749",8896,"F",34,0.2,"1","1",0.404040404040404,0.0091987526544404,"0.75",0.967834460151608,10,4,"0.2","1"
"8750",8897,"F",33,0.2,"1","1",0.828282828282828,0.00356785443147247,"0.5",1,33,2,"0.2","0"
"8751",8898,"F",52,0.2,"1","1",0.212121212121212,0.0212695486544593,"0.5",0.964021615472127,6,3,"0.2","0"
"8752",8899,"M",32,0.2,"1","1",0.424242424242424,0.00651153305075556,"0.25",0.967834460151608,10,3,"0.2","0"
"8753",8900,"F",31,0.4,"1","1",0.242424242424242,0.0115926507152643,"0",0.919736118746564,70,2,"0.4","0"
"8754",8901,"M",49,0.2,"1","1",0.888888888888889,0.00431454254819293,"0.5",1,38,2,"0.2","0"
"8755",8902,"F",51,0.2,"1","1",0.919191919191919,0.00463882702410312,"0.75",1,38,3,"0.2","0"
"8756",8903,"M",59,0.2,"1","1",0.505050505050505,0.0129544206437162,"0.25",0.957218167072182,3,2,"0.2","0"
"8757",8904,"M",41,0.2,"1","1",0.474747474747475,0.00660489352101076,"0",0.989976869699306,5,3,"0.2","0"
"8758",8905,"M",43,0.2,"1","1",0,0.0106713513670481,"0.5",0.985052562417871,26,3,"0.2","0"
"8759",8906,"F",32,0.2,"1","1",0.414141414141414,0.0116694987825262,"0",0.967834460151608,10,3,"0.2","0"
"8760",8907,"M",59,0.2,"1","1",0.242424242424242,0.00693921254675817,"0.5",0.964021615472127,6,3,"0.2","0"
"8761",8908,"F",42,0.2,"1","1",0.171717171717172,0.0119542129627943,"0",0.982855013045099,46,3,"0.2","0"
"8762",8909,"F",28,0.4,"0","0",0.303030303030303,0.153070009740351,"1",0.929463171036205,66,6,"0.4","1"
"8763",8910,"F",68,0.2,"0","0",1,0.00461087576060967,"1",1,50,5,"0.2","0"
"8764",8911,"M",45,0.2,"1","1",0.818181818181818,0.00510521663507898,"0.5",1,33,2,"0.2","0"
"8765",8912,"M",44,0.6,"1","1",0.747474747474748,0.0187332553054747,"0.5",0.994578313253012,37,1,"0.6","0"
"8766",8913,"M",34,0.4,"1","1",0.939393939393939,0.0102545852464563,"0.75",0.997014925373134,49,2,"0.4","0"
"8767",8914,"F",58,0.2,"1","1",0.323232323232323,0.00947749647947841,"0.5",0.989998386836587,19,3,"0.2","0"
"8768",8915,"F",76,0.2,"0","1",0.383838383838384,0.00756243067993156,"1",0.949377732929701,7,5,"0.2","0"
"8769",8916,"F",67,0.2,"1","1",0.656565656565657,0.0012450080589913,"0.25",0.995850622406639,61,2,"0.2","0"
"8770",8917,"F",38,0.2,"1","1",0.929292929292929,0.00278112753834778,"0.5",1,8,2,"0.2","0"
"8771",8918,"M",27,0.2,"0","0",0.919191919191919,0.124949614401488,"1",1,50,6,"0.2","0"
"8772",8919,"M",78,0.2,"1","1",0.535353535353535,0.00630609294984234,"0.25",0.979356270810211,2,2,"0.2","0"
"8773",8920,"M",23,0.2,"1","1",0.898989898989899,0.0093341740760854,"0",1,38,2,"0.2","0"
"8774",8921,"M",44,0.2,"0","1",0.242424242424242,0.0819535365838888,"1",0,29,5,"0.2","0"
"8775",8922,"M",25,0.2,"1","1",0.222222222222222,0.00595371538657251,"0",0.964021615472127,6,3,"0.2","0"
"8776",8923,"M",34,0.2,"1","1",0.616161616161616,0.00569527000737354,"0.25",0.983249279538905,14,2,"0.2","0"
"8777",8924,"F",71,0.2,"1","1",0.838383838383838,0.00147020459837656,"0",1,54,2,"0.2","0"
"8778",8925,"F",80,0.2,"0","1",0.313131313131313,0.0103064112277763,"1",0,29,4,"0.2","0"
"8779",8926,"F",23,0.2,"0","1",0.95959595959596,0.122587152037319,"1",1,12,5,"0.2","0"
"8780",8927,"F",43,0.2,"1","1",0.737373737373737,0.0113797875642357,"0.75",1,65,3,"0.2","0"
"8781",8928,"F",26,0.2,"1","1",0.94949494949495,0.0113444073490649,"0.5",1,67,2,"0.2","0"
"8782",8929,"M",36,0.2,"1","1",0.808080808080808,0.0421484990128208,"0.75",1,33,4,"0.2","0"
"8783",8930,"M",33,0.2,"1","1",0.494949494949495,0.0702298681500294,"0.25",0.00640204865556978,53,2,"0.2","0"
"8784",8931,"M",62,0.2,"1","1",0.0606060606060606,0.0116068925682603,"0.25",0.925706010137581,40,3,"0.2","0"
"8785",8932,"F",28,0.2,"1","1",0.666666666666667,0.000911398287438931,"0",1,34,2,"0.2","0"
"8786",8933,"F",66,0.4,"0","1",0.242424242424242,0.0111313713849546,"1",0,29,3,"0.4","0"
"8787",8934,"F",69,0.2,"1","1",0.98989898989899,0.00335471864843276,"0.5",1,18,2,"0.2","0"
"8788",8935,"M",34,0.2,"0","1",0.171717171717172,0.0352268683412559,"1",0.869925671812464,28,6,"0.2","0"
"8789",8936,"M",37,0.2,"1","1",0.454545454545455,0.00386688943445303,"0.5",0.986548737792519,71,3,"0.2","0"
"8790",8937,"F",46,0.2,"1","1",0.222222222222222,0.0113725331357929,"0.75",0.964021615472127,6,4,"0.2","0"
"8791",8938,"F",30,0.2,"1","1",0.0808080808080808,0.00915180203587913,"0.75",0.963785796840889,42,4,"0.2","0"
"8792",8939,"M",80,0.4,"0","1",0.303030303030303,0.0315447686071816,"1",0,29,4,"0.4","0"
"8793",8940,"M",35,0.2,"1","1",0.111111111111111,0.0122047310190832,"0.25",0.963785796840889,42,3,"0.2","0"
"8794",8941,"M",45,0.2,"1","1",0.202020202020202,0.0130777399322823,"0",0.974744760881247,17,3,"0.2","1"
"8795",8942,"F",80,0.2,"1","1",0.696969696969697,0.00639013959496698,"0",1,34,2,"0.2","0"
"8796",8943,"F",22,0.2,"0","1",0.666666666666667,0.0187201498037905,"1",0.949232406140751,31,4,"0.2","0"
"8797",8944,"M",66,0.2,"1","1",1,0.0116772651931833,"0.75",1,18,3,"0.2","0"
"8798",8945,"F",77,0.2,"0","0",0.181818181818182,0.605933988900927,"1",0.915297092288243,32,7,"0.2","0"
"8799",8946,"M",72,0.4,"1","1",0.343434343434343,0.00438698537994944,"0.5",0.990062111801242,41,2,"0.4","0"
"8800",8947,"F",33,0.2,"1","1",0.0303030303030303,0.0110886289490587,"0",0.985052562417871,26,3,"0.2","0"
"8801",8948,"F",68,0.2,"1","1",0.707070707070707,0.0131559781811526,"0.75",1,22,3,"0.2","0"
"8802",8949,"F",28,0.2,"1","1",0.131313131313131,0.0099628059652286,"0.25",0.982855013045099,46,3,"0.2","0"
"8803",8950,"F",48,0.2,"1","1",0.797979797979798,0.00908265149473979,"0",1,4,2,"0.2","0"
"8804",8951,"F",80,0.2,"0","1",0.0404040404040404,0.148502851392466,"1",0.869925671812464,28,6,"0.2","0"
"8805",8952,"M",38,0.4,"1","1",0.393939393939394,0.00987278920406968,"0.75",0.990062111801242,41,3,"0.4","0"
"8806",8953,"F",64,0.2,"0","1",0.797979797979798,0.00542220696580613,"1",1,12,4,"0.2","0"
"8807",8954,"M",29,0.2,"1","1",0.121212121212121,0.00986015776357969,"0.75",0.982855013045099,46,4,"0.2","0"
"8808",8955,"F",30,0.2,"1","1",0.606060606060606,0.0118463093386245,"0.75",0.983249279538905,14,3,"0.2","1"
"8809",8956,"M",33,0.2,"1","1",0.0707070707070707,0.0084686329852453,"0.5",0.963785796840889,42,3,"0.2","0"
"8810",8957,"F",74,0.2,"1","1",0.717171717171717,0.00555425788727087,"0.25",1,45,2,"0.2","0"
"8811",8958,"F",65,0.2,"1","1",0.898989898989899,0.00294582996436672,"0.5",1,38,2,"0.2","0"
"8812",8959,"M",32,0.2,"1","1",0.545454545454545,0.000863605090664141,"0.25",0.979356270810211,2,2,"0.2","0"
"8813",8960,"M",65,0.2,"1","1",0.303030303030303,0.0674255332861201,"1",0.969899062725306,23,5,"0.2","1"
"8814",8961,"M",49,0.2,"1","1",0.292929292929293,0.00368901938647804,"0.25",0.969899062725306,23,3,"0.2","0"
"8815",8962,"M",58,0.2,"1","1",0.606060606060606,0.00959042674994521,"0.75",0.983249279538905,14,3,"0.2","0"
"8816",8963,"F",41,0.2,"0","1",0.404040404040404,0.139948413124009,"1",0.949377732929701,7,6,"0.2","0"
"8817",8964,"F",63,1,"1","1",0,0.00810660986961214,"0.75",0.905070118662352,56,3,"1","0"
"8818",8965,"F",35,0.2,"1","1",0.0202020202020202,0.0054854283491169,"0.5",0.985052562417871,26,3,"0.2","0"
"8819",8966,"F",36,0.4,"1","1",0.646464646464647,0.0112065282892865,"0.25",0.994578313253012,37,1,"0.4","0"
"8820",8967,"M",54,0.2,"1","1",0.414141414141414,0.0103322872845611,"0.75",0.967834460151608,10,4,"0.2","0"
"8821",8968,"F",69,0.2,"1","1",0.868686868686869,0.0117711364269301,"0",1,48,2,"0.2","0"
"8822",8969,"F",43,0.2,"1","1",0.0202020202020202,0.00662692873891745,"0",0.985052562417871,26,3,"0.2","0"
"8823",8970,"F",53,0.2,"1","1",0.717171717171717,0.0257463597966584,"0.25",1,45,2,"0.2","0"
"8824",8971,"M",60,0.2,"1","1",0.434343434343434,0.0238668877689942,"0.5",0.986548737792519,71,3,"0.2","0"
"8825",8972,"M",45,0.2,"0","0",0.444444444444444,0.0202660343729696,"1",0.937196503722888,16,6,"0.2","0"
"8826",8973,"M",46,0.2,"0","1",0.97979797979798,0.0136985289406417,"1",1,12,4,"0.2","0"
"8827",8974,"M",71,0.2,"1","1",0.383838383838384,0.00578591218642284,"0.5",0.993975903614458,55,3,"0.2","0"
"8828",8975,"F",63,0.4,"0","1",0.606060606060606,0.0533634812936997,"1",0.949232406140751,31,4,"0.4","0"
"8829",8976,"M",62,0.2,"1","1",0.373737373737374,0.00949924238146637,"0",0.993975903614458,55,3,"0.2","0"
"8830",8977,"M",60,0.2,"0","0",0.0101010101010101,0.0545961674934763,"1",0.885634588563459,51,7,"0.2","0"
"8831",8978,"F",62,0.2,"1","1",0.363636363636364,0.00951588564796974,"0.25",0.97212138812255,9,3,"0.2","0"
"8832",8979,"F",38,0.2,"1","1",0.0505050505050505,0.00252801880241589,"0",0.985052562417871,26,3,"0.2","0"
"8833",8980,"F",69,0.2,"1","1",0.121212121212121,0.0119108393738414,"0.25",0.982855013045099,46,3,"0.2","0"
"8834",8981,"F",76,0.2,"1","1",0.595959595959596,0.0106534627207437,"0",0.964222873900293,35,2,"0.2","0"
"8835",8982,"F",74,0.2,"1","1",0.222222222222222,0.0101371133692842,"0",0.964021615472127,6,3,"0.2","0"
"8836",8983,"M",62,0.2,"1","1",0.909090909090909,0.012441619504226,"0.25",1,38,2,"0.2","0"
"8837",8984,"F",72,0.2,"1","1",0.696969696969697,0.0088628494860803,"0.75",1,34,3,"0.2","0"
"8838",8985,"M",67,0.2,"0","0",0.202020202020202,0.0232628572369941,"0.75",0.87270942408377,60,6,"0.2","1"
"8839",8986,"M",55,0.2,"1","1",0.98989898989899,0.00391329860691045,"0.25",1,18,2,"0.2","0"
"8840",8987,"M",52,0.2,"1","1",0.676767676767677,0.0222017560641806,"0.5",1,34,2,"0.2","0"
"8841",8988,"F",25,0.4,"0","0",0.818181818181818,0.00426672936046272,"1",1,21,4,"0.4","0"
"8842",8989,"M",23,0.4,"0","1",0.787878787878788,0.254163083420321,"1",1,12,4,"0.4","0"
"8843",8990,"M",65,0.2,"1","1",0.161616161616162,0.00342649962448288,"0.5",0.982855013045099,46,3,"0.2","0"
"8844",8992,"F",62,0.2,"1","1",0.757575757575758,0.0032353445359429,"0.5",1,25,2,"0.2","0"
"8845",8993,"F",24,0.2,"0","0",0.282828282828283,0.238665984206752,"1",0.929463171036205,66,7,"0.2","0"
"8846",8994,"F",58,0.2,"1","1",0.151515151515152,0.00357803451018462,"0.25",0.982855013045099,46,3,"0.2","0"
"8847",8995,"M",66,0.2,"1","1",0.909090909090909,0.0137515586037418,"0.5",1,38,2,"0.2","0"
"8848",8996,"F",59,0.2,"0","0",0.131313131313131,0.0138152022187802,"1",0.87270942408377,60,6,"0.2","0"
"8849",8997,"M",73,0.2,"1","1",0.303030303030303,0.00839921668481707,"0.25",0.969899062725306,23,3,"0.2","0"
"8850",8998,"M",62,0.2,"1","1",0.0606060606060606,0.0068885564351405,"0.25",0.925706010137581,40,3,"0.2","0"
"8851",8999,"M",45,0.2,"1","1",0.666666666666667,0.00289430541974743,"0.5",1,34,2,"0.2","0"
"8852",9000,"F",75,0.2,"1","1",0.101010101010101,0.0106759411955931,"0.5",0.963785796840889,42,3,"0.2","0"
"8853",9001,"F",32,1,"1","1",0.898989898989899,0.0122145589413234,"0.25",0.99647473560517,58,1,"1","0"
"8854",9002,"F",64,0.2,"1","1",0.555555555555556,0.00364118533953785,"0",0.979356270810211,2,2,"0.2","0"
"8855",9003,"M",28,0.2,"1","1",0.161616161616162,0.0108930187172338,"0.25",0.982855013045099,46,3,"0.2","0"
"8856",9004,"F",32,0.2,"0","0",0.313131313131313,0.108777797575679,"1",0.909515859766277,52,7,"0.2","0"
"8857",9005,"M",35,0.2,"0","1",0.484848484848485,0.0347780224681193,"1",0.949377732929701,7,6,"0.2","0"
"8858",9006,"M",37,0.2,"1","1",0.424242424242424,0.00850699197066505,"0",0.967834460151608,10,3,"0.2","0"
"8859",9007,"M",40,0.2,"0","0",0.606060606060606,0.0257231534638626,"1",0.972802024035421,59,5,"0.2","0"
"8860",9008,"M",38,0.2,"1","1",0.98989898989899,0.0261614539624241,"0.75",1,18,3,"0.2","0"
"8861",9009,"F",60,0.2,"1","1",0.434343434343434,0.00845234112045932,"0",0.986548737792519,71,3,"0.2","0"
"8862",9010,"F",75,0.4,"1","1",0.434343434343434,0.00767837795690588,"0",0.990062111801242,41,2,"0.4","0"
"8863",9011,"F",71,0.2,"1","1",0.121212121212121,0.00516792906095232,"0.5",0.982855013045099,46,3,"0.2","0"
"8864",9012,"M",67,0.2,"1","1",0.292929292929293,0.00441664827041885,"0.5",0.969899062725306,23,3,"0.2","0"
"8865",9013,"F",43,0.2,"1","1",0.848484848484849,0.00511152456337602,"0.5",1,54,2,"0.2","0"
"8866",9014,"F",64,0.2,"1","1",0.828282828282828,0.00633231400367469,"0",1,33,2,"0.2","0"
"8867",9015,"F",21,0.2,"1","1",0.848484848484849,0.00937614950972052,"0",1,54,2,"0.2","0"
"8868",9016,"F",55,0.2,"1","1",0.303030303030303,0.00503342517896163,"0.25",0.969899062725306,23,3,"0.2","1"
"8869",9017,"M",32,0.2,"1","1",0.747474747474748,0.0115610448438537,"0.5",1,65,2,"0.2","0"
"8870",9018,"F",58,0.2,"1","1",0.0303030303030303,0.00199048365241391,"0",0.985052562417871,26,3,"0.2","0"
"8871",9019,"F",44,0.2,"0","1",0.656565656565657,0.0614240991511046,"1",0.949232406140751,31,5,"0.2","0"
"8872",9020,"F",70,0.2,"0","0",0.0707070707070707,0.101907519168359,"1",0.885634588563459,51,7,"0.2","0"
"8873",9021,"F",46,0.2,"1","1",0.555555555555556,0.0132675418361537,"0.75",0.979356270810211,2,3,"0.2","0"
"8874",9022,"F",51,0.2,"0","1",0.666666666666667,0.0197143854204301,"1",0.949232406140751,31,4,"0.2","0"
"8875",9023,"F",48,0.2,"1","1",0.585858585858586,0.0151350995608256,"0.5",0.964222873900293,35,2,"0.2","0"
"8876",9025,"M",68,0.2,"1","1",0.858585858585859,0.00992533885705298,"0.75",1,48,3,"0.2","0"
"8877",9026,"M",38,0.2,"1","1",0.383838383838384,0.00478073252691718,"0.5",0.993975903614458,55,3,"0.2","0"
"8878",9027,"M",63,0.4,"1","1",0.202020202020202,0.00583893730859422,"0.25",0.919736118746564,70,2,"0.4","0"
"8879",9028,"F",37,0.4,"1","1",0.696969696969697,0.00735344535978224,"0.75",0.994578313253012,37,2,"0.4","0"
"8880",9029,"F",28,0.2,"1","1",0.717171717171717,0.0066791991699755,"0",1,45,2,"0.2","0"
"8881",9030,"M",68,0.2,"1","1",0.737373737373737,0.00327590910383449,"0.5",1,65,2,"0.2","0"
"8882",9031,"F",78,0.2,"1","1",0.505050505050505,0.0127216570018302,"0.25",0.957218167072182,3,2,"0.2","0"
"8883",9032,"F",28,0.2,"1","1",0.383838383838384,0.00675968498903975,"0.5",0.993975903614458,55,3,"0.2","0"
"8884",9033,"F",40,0.2,"1","1",0.525252525252525,0.00258715838605312,"0",0.979356270810211,2,2,"0.2","0"
"8885",9034,"M",39,0.4,"1","1",0.121212121212121,0.00607111306307342,"0.25",0.919736118746564,70,2,"0.4","0"
"8886",9035,"F",72,0.2,"1","1",0.767676767676768,0.00278580957124063,"0.5",1,25,2,"0.2","0"
"8887",9036,"F",60,0.2,"1","1",0.94949494949495,0.010433612139451,"0.5",1,67,2,"0.2","0"
"8888",9037,"F",41,0.2,"1","1",0.393939393939394,0.0224223697197416,"0.5",0.967834460151608,10,3,"0.2","0"
"8889",9038,"F",60,0.2,"1","1",0.646464646464647,0.007481052905073,"0",0.995850622406639,61,2,"0.2","0"
"8890",9039,"M",49,0.2,"1","1",1,4.22453419525763e-06,"0.75",1,18,3,"0.2","0"
"8891",9040,"M",49,0.2,"1","1",0.96969696969697,0.00563016419497133,"0.75",1,67,3,"0.2","0"
"8892",9041,"F",48,0.2,"1","1",0.0606060606060606,0.00807993596346157,"0.5",0.925706010137581,40,3,"0.2","0"
"8893",9042,"F",44,0.2,"1","1",0.303030303030303,0.235336995632786,"1",0.00556792873051225,43,4,"0.2","1"
"8894",9043,"F",64,0.2,"1","1",0.232323232323232,0.00675975695808489,"0.75",0.964021615472127,6,4,"0.2","0"
"8895",9044,"F",57,0.2,"0","0",0.0808080808080808,0.123982568940402,"1",0.885634588563459,51,7,"0.2","0"
"8896",9045,"F",34,0.2,"0","1",0.747474747474748,0.0677015193159592,"1",0.949232406140751,31,5,"0.2","0"
"8897",9046,"M",27,0.2,"0","0",0.656565656565657,0.142920947246718,"1",0.972802024035421,59,6,"0.2","0"
"8898",9047,"F",30,0.2,"0","0",0.343434343434343,0.161842565403516,"1",0.929463171036205,66,7,"0.2","0"
"8899",9048,"F",54,0.2,"1","1",0.707070707070707,0.0104205073425842,"0",1,22,2,"0.2","0"
"8900",9049,"F",49,0.2,"0","0",0.535353535353535,0.100218162342188,"1",0.937196503722888,16,6,"0.2","0"
"8901",9050,"F",32,0.2,"0","1",0.727272727272727,0.0854442537076501,"1",0.949232406140751,31,5,"0.2","0"
"8902",9051,"F",26,0.2,"0","1",0.555555555555556,0.0119098877172342,"1",0.949232406140751,31,4,"0.2","0"
"8903",9052,"M",65,0.2,"1","1",0.626262626262626,0.0107541734185102,"0.25",0.995424388011897,62,2,"0.2","0"
"8904",9053,"F",60,0.2,"1","1",0.181818181818182,0.0105170621422264,"0",0.904969485614647,74,3,"0.2","0"
"8905",9054,"M",44,0.2,"0","1",0.696969696969697,0.160212151548823,"1",0.949232406140751,31,5,"0.2","0"
"8906",9055,"M",45,0.2,"1","1",0.393939393939394,0.012922450117578,"0.25",0.967834460151608,10,3,"0.2","0"
"8907",9057,"F",58,0.2,"0","1",0.0505050505050505,0.0597556948638239,"1",0.869925671812464,28,6,"0.2","0"
"8908",9058,"M",26,0.4,"1","1",0.0404040404040404,0.01024035477369,"0.75",0.968783351120598,57,3,"0.4","0"
"8909",9059,"F",63,0.2,"1","1",0.101010101010101,0.00919813669434199,"0",0.963785796840889,42,3,"0.2","0"
"8910",9060,"F",41,0.2,"1","1",0.98989898989899,0.00362582424631463,"0",1,18,2,"0.2","0"
"8911",9061,"M",29,0.2,"1","1",0.787878787878788,0.0119945974903223,"0.75",1,4,3,"0.2","0"
"8912",9062,"F",64,0.4,"0","1",0.282828282828283,0.04211487943807,"1",0,29,4,"0.4","0"
"8913",9063,"M",40,0.4,"1","1",0.0505050505050505,0.00333802626139778,"0.5",0.968783351120598,57,2,"0.4","0"
"8914",9064,"M",69,0.2,"1","1",0.737373737373737,0.0116260206163899,"0.25",1,65,2,"0.2","0"
"8915",9065,"F",54,0.2,"1","1",0.797979797979798,0.0108137334284444,"0",1,4,2,"0.2","0"
"8916",9066,"F",68,0.2,"0","0",0.242424242424242,0.392477372465292,"1",0.915297092288243,32,7,"0.2","0"
"8917",9067,"M",28,0.2,"1","1",0.94949494949495,0.0126739119642114,"0",1,67,2,"0.2","0"
"8918",9068,"M",66,0.2,"1","1",0.0202020202020202,0.0088589861639375,"0.75",0.985052562417871,26,4,"0.2","0"
"8919",9069,"M",37,0.4,"0","1",0.797979797979798,0.0239426666350603,"1",1,12,3,"0.4","0"
"8920",9070,"M",45,0.2,"0","0",0.0303030303030303,0.0965581172169209,"1",0.885634588563459,51,7,"0.2","0"
"8921",9071,"M",31,0.2,"1","1",0.525252525252525,0.00832100679844249,"0.5",0.979356270810211,2,2,"0.2","0"
"8922",9072,"F",29,0.2,"0","1",0.939393939393939,0.0199469828634092,"1",1,12,4,"0.2","0"
"8923",9073,"F",34,0.2,"1","1",0.464646464646465,0.0124904397230748,"0.25",0.989976869699306,5,3,"0.2","0"
"8924",9074,"M",22,0.4,"1","1",0.646464646464647,0.00797121153972802,"0",0.994578313253012,37,1,"0.4","0"
"8925",9075,"M",31,0.2,"1","1",0,0.0113872097273275,"0",0.985052562417871,26,3,"0.2","0"
"8926",9076,"M",33,0.4,"0","0",0.353535353535354,0.0235176852539353,"1",0.0154559505409583,20,4,"0.4","0"
"8927",9077,"F",56,0.2,"1","1",0.0303030303030303,0.0091994822862596,"0",0.985052562417871,26,3,"0.2","0"
"8928",9078,"F",66,0.2,"1","1",0.353535353535354,0.0132846832054947,"0.25",0.97212138812255,9,3,"0.2","0"
"8929",9079,"M",40,0.4,"1","1",0.161616161616162,0.0114802517367401,"0.25",0.919736118746564,70,2,"0.4","0"
"8930",9080,"M",23,0.2,"1","1",0.919191919191919,0.0101763216136802,"0.75",1,38,3,"0.2","0"
"8931",9081,"F",34,0.2,"1","1",0.343434343434343,0.00960557842558284,"0",0.97212138812255,9,3,"0.2","0"
"8932",9082,"M",77,0.2,"1","1",0.747474747474748,0.00858997228126284,"0.75",1,65,3,"0.2","0"
"8933",9083,"F",27,0.2,"0","0",0.96969696969697,0.298823099752608,"1",1,15,6,"0.2","0"
"8934",9084,"M",45,0.2,"1","1",0.131313131313131,0.0063498499052837,"0.5",0.982855013045099,46,3,"0.2","0"
"8935",9085,"M",40,0.2,"1","1",0.777777777777778,0.0120147555617702,"0.25",1,25,2,"0.2","0"
"8936",9086,"M",72,0.2,"1","1",0.737373737373737,0.0123287683796868,"0.25",1,65,2,"0.2","0"
"8937",9087,"M",35,0.2,"1","1",0.686868686868687,0.0127233315394412,"0.25",1,34,2,"0.2","0"
"8938",9088,"F",50,0.2,"1","1",0.737373737373737,0.000366573740083105,"0",1,65,2,"0.2","0"
"8939",9089,"F",63,0.2,"1","1",0.242424242424242,0.0128237428875666,"0.25",0.964021615472127,6,3,"0.2","0"
"8940",9090,"F",38,0.2,"1","1",0.191919191919192,0.00721768859516172,"0.25",0.904969485614647,74,3,"0.2","0"
"8941",9091,"F",56,0.2,"1","1",0.848484848484849,0.00293920228297856,"0.5",1,54,2,"0.2","0"
"8942",9092,"M",54,0.2,"1","1",0.0505050505050505,0.00360464177748387,"0.5",0.985052562417871,26,3,"0.2","0"
"8943",9093,"F",37,0.2,"1","1",0.434343434343434,0.0108751599624859,"0.25",0.986548737792519,71,3,"0.2","0"
"8944",9094,"M",71,0.2,"1","1",0.676767676767677,0.00895006256653113,"0.75",1,34,3,"0.2","0"
"8945",9095,"M",77,0.2,"1","1",0.0101010101010101,0.00878865564292989,"0.25",0.985052562417871,26,3,"0.2","0"
"8946",9096,"F",30,0.2,"1","1",1,0.0245514968147912,"0.5",1,18,2,"0.2","0"
"8947",9097,"M",70,0.2,"1","1",0.101010101010101,0.00977703154703841,"0",0.963785796840889,42,3,"0.2","0"
"8948",9098,"M",40,0.4,"1","1",0.303030303030303,0.00780487536473776,"0.75",0.990062111801242,41,3,"0.4","0"
"8949",9099,"M",25,0.2,"1","1",0.797979797979798,0.00667450979242641,"0.25",1,4,2,"0.2","0"
"8950",9100,"F",74,0.2,"1","1",0.0202020202020202,0.0133728610340203,"0.75",0.985052562417871,26,4,"0.2","0"
"8951",9101,"F",36,0.2,"1","1",0.151515151515152,0.00279019371400112,"0.5",0.982855013045099,46,3,"0.2","0"
"8952",9102,"M",33,0.2,"1","1",0.171717171717172,0.0032281631885308,"0",0.982855013045099,46,3,"0.2","0"
"8953",9103,"M",58,0.4,"0","0",0.757575757575758,0.257124069918898,"1",1,15,5,"0.4","0"
